Lossless tiff compression using 'Deflate'
Raw Filename|Renamed Filename
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X00--Y00/I--L0000--S00--U00--V00--J08--E00--O00--X00--Y00--T0000--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P001--compound01--0uM/leica--compound01--0uM--W0001--P001--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X00--Y00/I--L0000--S00--U00--V00--J08--E00--O00--X00--Y00--T0000--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P001--compound01--0uM/leica--compound01--0uM--W0001--P001--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X00--Y00/I--L0001--S00--U00--V00--J08--E00--O00--X00--Y00--T0001--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P001--compound01--0uM/leica--compound01--0uM--W0001--P001--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X00--Y00/I--L0001--S00--U00--V00--J08--E00--O00--X00--Y00--T0001--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P001--compound01--0uM/leica--compound01--0uM--W0001--P001--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X01--Y00/I--L0000--S00--U00--V00--J08--E00--O00--X01--Y00--T0000--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P002--compound01--0uM/leica--compound01--0uM--W0001--P002--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X01--Y00/I--L0000--S00--U00--V00--J08--E00--O00--X01--Y00--T0000--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P002--compound01--0uM/leica--compound01--0uM--W0001--P002--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X01--Y00/I--L0001--S00--U00--V00--J08--E00--O00--X01--Y00--T0001--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P002--compound01--0uM/leica--compound01--0uM--W0001--P002--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X01--Y00/I--L0001--S00--U00--V00--J08--E00--O00--X01--Y00--T0001--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P002--compound01--0uM/leica--compound01--0uM--W0001--P002--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X00--Y01/I--L0000--S00--U00--V00--J08--E00--O00--X00--Y01--T0000--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P003--compound01--0uM/leica--compound01--0uM--W0001--P003--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X00--Y01/I--L0000--S00--U00--V00--J08--E00--O00--X00--Y01--T0000--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P003--compound01--0uM/leica--compound01--0uM--W0001--P003--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X00--Y01/I--L0001--S00--U00--V00--J08--E00--O00--X00--Y01--T0001--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P003--compound01--0uM/leica--compound01--0uM--W0001--P003--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X00--Y01/I--L0001--S00--U00--V00--J08--E00--O00--X00--Y01--T0001--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P003--compound01--0uM/leica--compound01--0uM--W0001--P003--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X01--Y01/I--L0000--S00--U00--V00--J08--E00--O00--X01--Y01--T0000--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P004--compound01--0uM/leica--compound01--0uM--W0001--P004--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X01--Y01/I--L0000--S00--U00--V00--J08--E00--O00--X01--Y01--T0000--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P004--compound01--0uM/leica--compound01--0uM--W0001--P004--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X01--Y01/I--L0001--S00--U00--V00--J08--E00--O00--X01--Y01--T0001--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P004--compound01--0uM/leica--compound01--0uM--W0001--P004--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U00--V00/P--X01--Y01/I--L0001--S00--U00--V00--J08--E00--O00--X01--Y01--T0001--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0001--compound01--0uM/P004--compound01--0uM/leica--compound01--0uM--W0001--P004--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X00--Y00/I--L0000--S00--U01--V00--J08--E00--O00--X00--Y00--T0000--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P001--compound02--0uM/leica--compound02--0uM--W0002--P001--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X00--Y00/I--L0000--S00--U01--V00--J08--E00--O00--X00--Y00--T0000--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P001--compound02--0uM/leica--compound02--0uM--W0002--P001--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X00--Y00/I--L0001--S00--U01--V00--J08--E00--O00--X00--Y00--T0001--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P001--compound02--0uM/leica--compound02--0uM--W0002--P001--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X00--Y00/I--L0001--S00--U01--V00--J08--E00--O00--X00--Y00--T0001--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P001--compound02--0uM/leica--compound02--0uM--W0002--P001--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X01--Y00/I--L0000--S00--U01--V00--J08--E00--O00--X01--Y00--T0000--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P002--compound02--0uM/leica--compound02--0uM--W0002--P002--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X01--Y00/I--L0000--S00--U01--V00--J08--E00--O00--X01--Y00--T0000--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P002--compound02--0uM/leica--compound02--0uM--W0002--P002--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X01--Y00/I--L0001--S00--U01--V00--J08--E00--O00--X01--Y00--T0001--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P002--compound02--0uM/leica--compound02--0uM--W0002--P002--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X01--Y00/I--L0001--S00--U01--V00--J08--E00--O00--X01--Y00--T0001--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P002--compound02--0uM/leica--compound02--0uM--W0002--P002--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X00--Y01/I--L0000--S00--U01--V00--J08--E00--O00--X00--Y01--T0000--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P003--compound02--0uM/leica--compound02--0uM--W0002--P003--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X00--Y01/I--L0000--S00--U01--V00--J08--E00--O00--X00--Y01--T0000--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P003--compound02--0uM/leica--compound02--0uM--W0002--P003--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X00--Y01/I--L0001--S00--U01--V00--J08--E00--O00--X00--Y01--T0001--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P003--compound02--0uM/leica--compound02--0uM--W0002--P003--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X00--Y01/I--L0001--S00--U01--V00--J08--E00--O00--X00--Y01--T0001--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P003--compound02--0uM/leica--compound02--0uM--W0002--P003--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X01--Y01/I--L0000--S00--U01--V00--J08--E00--O00--X01--Y01--T0000--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P004--compound02--0uM/leica--compound02--0uM--W0002--P004--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X01--Y01/I--L0000--S00--U01--V00--J08--E00--O00--X01--Y01--T0000--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P004--compound02--0uM/leica--compound02--0uM--W0002--P004--T0000--Z000--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X01--Y01/I--L0001--S00--U01--V00--J08--E00--O00--X01--Y01--T0001--Z00--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P004--compound02--0uM/leica--compound02--0uM--W0002--P004--T0001--Z001--C00.ome.tif
C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_raw/leica_confocal--2019_05_18_14_21_39/S--S00/W--U01--V00/P--X01--Y01/I--L0001--S00--U01--V00--J08--E00--O00--X01--Y01--T0001--Z01--C00.ome.tif|C:/Users/Hugo/Documents/GitHub/htmrenamer/sample_data/Leica/leicaMatrixScreener_confocal_renamed/leica/W0002--compound02--0uM/P004--compound02--0uM/leica--compound02--0uM--W0002--P004--T0001--Z001--C00.ome.tif
